Accession	GeneName	UnipriotGeneName	MaxLCDLengthPerProtein	DataType
Q6AI14	SLC9A4	SL9A4_HUMAN	18	BACKGROUND
Q8N910	C15orf56	CO056_HUMAN	15	BACKGROUND
Q8N912	C14orf180	NRAC_HUMAN	23	BACKGROUND
A6NI03	TRIM64B	TR64B_HUMAN	14	BACKGROUND
Q5PRF9	SAMD4B	SMAG2_HUMAN	19	BACKGROUND
Q9NUY8	TBC1D23	TBC23_HUMAN	14	BACKGROUND
Q8WVI7	PPP1R1C	PPR1C_HUMAN	11	BACKGROUND
Q8N8Q9	NIPA2	NIPA2_HUMAN	19	BACKGROUND
P53634	CTSC	CATC_HUMAN	10	BACKGROUND
Q8N8Q1	CYB561D1	C56D1_HUMAN	12	BACKGROUND
Q5CZ79	null	AN20B_HUMAN	16	BACKGROUND
A6NHR9	SMCHD1	SMHD1_HUMAN	14	BACKGROUND
A6NHR8	null	FA47D_HUMAN	16	BACKGROUND
Q6UB35	MTHFD1L	C1TM_HUMAN	27	BACKGROUND
Q7Z2D5	LPPR4	LPPR4_HUMAN	14	BACKGROUND
P21802	FGFR2	FGFR2_HUMAN	18	BACKGROUND
P53602	MVD	MVD1_HUMAN	16	BACKGROUND
Q8N8R3	SLC25A29	MCATL_HUMAN	38	BACKGROUND
Q8N8R5	C2orf69	CB069_HUMAN	14	BACKGROUND
Q8N8R7	C11orf46	AL14E_HUMAN	13	BACKGROUND
Q6UB28	METAP1D	MAP12_HUMAN	16	BACKGROUND
A6NI28	ARHGAP42	RHG42_HUMAN	19	BACKGROUND
A6NHQ2	null	FBLL1_HUMAN	60	BACKGROUND
A2RU54	HMX2	HMX2_HUMAN	13	BACKGROUND
A6NHQ4	C17orf96	CQ096_HUMAN	48	BACKGROUND
P13056	NR2C1	NR2C1_HUMAN	14	BACKGROUND
P06576	ATP5B	ATPB_HUMAN	20	BACKGROUND
P13051	UNG	UNG_HUMAN	11	BACKGROUND
Q8WVK2	SNRNP27	SNR27_HUMAN	60	BACKGROUND
Q6AI08	HEATR6	HEAT6_HUMAN	29	BACKGROUND
Q8N944	AMER3	AMER3_HUMAN	28	BACKGROUND
P21815	IBSP	SIAL_HUMAN	45	BACKGROUND
Q8N8S7	ENAH	ENAH_HUMAN	60	BACKGROUND
P21817	RYR1	RYR1_HUMAN	60	BACKGROUND
P53618	COPB1	COPB_HUMAN	18	BACKGROUND
Q6L8H2	KRTAP5-3	KRA53_HUMAN	60	BACKGROUND
Q6L8H1	KRTAP5-4	KRA54_HUMAN	60	BACKGROUND
Q6UB98	ANKRD12	ANR12_HUMAN	35	BACKGROUND
Q6L8H4	KRTAP5-1	KRA51_HUMAN	60	BACKGROUND
Q6UB99	ANKRD11	ANR11_HUMAN	60	BACKGROUND
P41181	AQP2	AQP2_HUMAN	15	BACKGROUND
P41180	CASR	CASR_HUMAN	31	BACKGROUND
P41182	BCL6	BCL6_HUMAN	10	BACKGROUND
A6NHL2	TUBAL3	TBAL3_HUMAN	12	BACKGROUND
P53667	LIMK1	LIMK1_HUMAN	12	BACKGROUND
Q6L8G8	KRTAP5-7	KRA57_HUMAN	60	BACKGROUND
Q6L8G9	KRTAP5-6	KRA56_HUMAN	60	BACKGROUND
Q2L4Q9	PRSS53	PRS53_HUMAN	14	BACKGROUND
Q8N8L6	ARL10	ARL10_HUMAN	32	BACKGROUND
Q8WVE6	TMEM171	TM171_HUMAN	19	BACKGROUND
A2RU30	TESPA1	TESP1_HUMAN	27	BACKGROUND
Q8WVE7	TMEM170A	T170A_HUMAN	18	BACKGROUND
Q8N8M0	NAT16	NAT16_HUMAN	14	BACKGROUND
P53677	AP3M2	AP3M2_HUMAN	10	BACKGROUND
P53674	CRYBB1	CRBB1_HUMAN	16	BACKGROUND
P53675	CLTCL1	CLH2_HUMAN	14	BACKGROUND
P53672	CRYBA2	CRBA2_HUMAN	17	BACKGROUND
Q6H8Q1	ABLIM2	ABLM2_HUMAN	19	BACKGROUND
P53671	LIMK2	LIMK2_HUMAN	23	BACKGROUND
Q8WVF5	KCTD4	KCTD4_HUMAN	14	BACKGROUND
Q9NVA2	SEPT11	SEP11_HUMAN	24	BACKGROUND
A6NHN6	NPIPL2	NPB15_HUMAN	15	BACKGROUND
Q9NVA4	TMEM184C	T184C_HUMAN	22	BACKGROUND
P41161	ETV5	ETV5_HUMAN	19	BACKGROUND
A6NHN0	OTOL1	OTOL1_HUMAN	60	BACKGROUND
P42285	SKIV2L2	SK2L2_HUMAN	21	BACKGROUND
Q8N8N7	PTGR2	PTGR2_HUMAN	14	BACKGROUND
Q6NXS1	null	IPP2M_HUMAN	17	BACKGROUND
Q6L8G5	KRTAP5-10	KR510_HUMAN	60	BACKGROUND
Q6NXT6	TAPT1	TAPT1_HUMAN	43	BACKGROUND
Q6L8G4	KRTAP5-11	KR511_HUMAN	60	BACKGROUND
A6NHM9	null	MOXD2_HUMAN	12	BACKGROUND
A2RU14	TMEM218	TM218_HUMAN	15	BACKGROUND
P21854	CD72	CD72_HUMAN	23	BACKGROUND
P41143	OPRD1	OPRD_HUMAN	34	BACKGROUND
P41146	OPRL1	OPRX_HUMAN	19	BACKGROUND
P12081	HARS	SYHC_HUMAN	19	BACKGROUND
P41145	OPRK1	OPRK_HUMAN	16	BACKGROUND
Q8N907	DAND5	DAND5_HUMAN	18	BACKGROUND
Q6NXT1	ANKRD54	ANR54_HUMAN	21	BACKGROUND
Q6NXT4	SLC30A6	ZNT6_HUMAN	21	BACKGROUND
Q99816	TSG101	TS101_HUMAN	36	BACKGROUND
Q70Z53	FRA10AC1	F10C1_HUMAN	28	BACKGROUND
Q8WVP7	LMBR1	LMBR1_HUMAN	15	BACKGROUND
Q9NV39	PRR34	PRR34_HUMAN	34	BACKGROUND
P48556	PSMD8	PSMD8_HUMAN	28	BACKGROUND
Q8WW18	C17orf50	CQ050_HUMAN	25	BACKGROUND
Q99819	ARHGDIG	GDIR3_HUMAN	23	BACKGROUND
Q8WW12	PCNP	PCNP_HUMAN	23	BACKGROUND
Q9NV35	NUDT15	NUD15_HUMAN	14	BACKGROUND
Q99814	EPAS1	EPAS1_HUMAN	24	BACKGROUND
Q8WVP5	TNFAIP8L1	TP8L1_HUMAN	41	BACKGROUND
Q9NUR3	TMEM74B	TM74B_HUMAN	20	BACKGROUND
A6NHX0	GATSL2	GATL2_HUMAN	9	BACKGROUND
Q99811	PRRX2	PRRX2_HUMAN	38	BACKGROUND
P42262	GRIA2	GRIA2_HUMAN	13	BACKGROUND
P42263	GRIA3	GRIA3_HUMAN	17	BACKGROUND
P12074	COX6A1	CX6A1_HUMAN	15	BACKGROUND
Q9NV31	IMP3	IMP3_HUMAN	12	BACKGROUND
Q8N8G6	C15orf54	CO054_HUMAN	15	BACKGROUND
Q9NUQ7	UFSP2	UFSP2_HUMAN	11	BACKGROUND
Q9NUQ6	SPATS2L	SPS2L_HUMAN	13	BACKGROUND
Q9NV29	TMEM100	TM100_HUMAN	19	BACKGROUND
Q9NUQ9	FAM49B	FA49B_HUMAN	13	BACKGROUND
Q8WW27	APOBEC4	ABEC4_HUMAN	8	BACKGROUND
Q9NUQ8	ABCF3	ABCF3_HUMAN	19	BACKGROUND
Q99828	CIB1	CIB1_HUMAN	17	BACKGROUND
Q8N8I6	null	CQ055_HUMAN	20	BACKGROUND
Q6NXR0	IRGC	IIGP5_HUMAN	14	BACKGROUND
Q9NUQ3	TXLNG	TXLNG_HUMAN	28	BACKGROUND
Q9NUQ2	AGPAT5	PLCE_HUMAN	13	BACKGROUND
Q8N8I0	SAMD12	SAM12_HUMAN	11	BACKGROUND
Q8WW24	TEKT4	TEKT4_HUMAN	16	BACKGROUND
Q7Z309	FAM122B	F122B_HUMAN	23	BACKGROUND
Q8WW22	DNAJA4	DNJA4_HUMAN	17	BACKGROUND
A6NI86	null	GG6LA_HUMAN	60	BACKGROUND
Q7Z304	MAMDC2	MAMC2_HUMAN	23	BACKGROUND
A6NI87	CBY3	CBY3_HUMAN	19	BACKGROUND
P42261	GRIA1	GRIA1_HUMAN	17	BACKGROUND
Q7L311	ARMCX2	ARMX2_HUMAN	31	BACKGROUND
Q6NXR4	TTI2	TTI2_HUMAN	12	BACKGROUND
Q8WW34	TMEM239	TM239_HUMAN	38	BACKGROUND
Q92608	DOCK2	DOCK2_HUMAN	16	BACKGROUND
Q9NV58	RNF19A	RN19A_HUMAN	24	BACKGROUND
Q92609	TBC1D5	TBCD5_HUMAN	27	BACKGROUND
Q99835	SMO	SMO_HUMAN	30	BACKGROUND
Q8WW36	ZCCHC13	ZCH13_HUMAN	19	BACKGROUND
Q9NV56	MRGBP	MRGBP_HUMAN	20	BACKGROUND
Q99836	MYD88	MYD88_HUMAN	24	BACKGROUND
Q8WW38	ZFPM2	FOG2_HUMAN	19	BACKGROUND
Q8N8J7	C4orf32	CD032_HUMAN	27	BACKGROUND
Q99832	CCT7	TCPH_HUMAN	8	BACKGROUND
Q8WVR3	C7orf43	CG043_HUMAN	60	BACKGROUND
Q70Z35	PREX2	PREX2_HUMAN	21	BACKGROUND
Q92600	RQCD1	RCD1_HUMAN	12	BACKGROUND
Q9NUT2	ABCB8	ABCB8_HUMAN	17	BACKGROUND
Q0P6H9	TMEM62	TMM62_HUMAN	23	BACKGROUND
Q9NUS5	AP5S1	AP5S1_HUMAN	32	BACKGROUND
Q99848	EBNA1BP2	EBP2_HUMAN	10	BACKGROUND
P48547	KCNC1	KCNC1_HUMAN	25	BACKGROUND
Q92619	HMHA1	HMHA1_HUMAN	21	BACKGROUND
P48549	KCNJ3	KCNJ3_HUMAN	22	BACKGROUND
Q92617	NPIPB3	NPIB3_HUMAN	24	BACKGROUND
Q92618	ZNF516	ZN516_HUMAN	24	BACKGROUND
Q6NXP0	EFCAB12	EFC12_HUMAN	19	BACKGROUND
P48546	GIPR	GIPR_HUMAN	16	BACKGROUND
Q8N8K9	KIAA1958	K1958_HUMAN	15	BACKGROUND
Q92615	LARP4B	LAR4B_HUMAN	20	BACKGROUND
Q92616	GCN1L1	GCN1L_HUMAN	22	GR_ONLY
Q8WW43	APH1B	APH1B_HUMAN	15	BACKGROUND
Q8WVS4	WDR60	WDR60_HUMAN	33	BACKGROUND
A6NHY2	ANKDD1B	AKD1B_HUMAN	26	BACKGROUND
Q6NY19	KANK3	KANK3_HUMAN	33	BACKGROUND
P12035	KRT3	K2C3_HUMAN	60	BACKGROUND
P12034	FGF5	FGF5_HUMAN	38	BACKGROUND
P12036	NEFH	NFH_HUMAN	60	BACKGROUND
Q70Z44	HTR3D	5HT3D_HUMAN	18	BACKGROUND
Q92614	MYO18A	MY18A_HUMAN	24	BACKGROUND
P48551	IFNAR2	INAR2_HUMAN	18	BACKGROUND
Q92613	JADE3	JADE3_HUMAN	18	BACKGROUND
Q6NXP2	FAM71F2	F71F2_HUMAN	22	BACKGROUND
P48552	NRIP1	NRIP1_HUMAN	17	BACKGROUND
P48553	TRAPPC10	TPC10_HUMAN	4	BACKGROUND
Q92611	EDEM1	EDEM1_HUMAN	19	BACKGROUND
Q92610	ZNF592	ZN592_HUMAN	31	BACKGROUND
P42224	STAT1	STAT1_HUMAN	12	BACKGROUND
Q8N8D1	PDCD7	PDCD7_HUMAN	60	BACKGROUND
Q92626	PXDN	PXDN_HUMAN	14	BACKGROUND
Q92629	SGCD	SGCD_HUMAN	16	BACKGROUND
Q92628	KIAA0232	K0232_HUMAN	25	BACKGROUND
Q9NUV9	GIMAP4	GIMA4_HUMAN	19	BACKGROUND
Q9NV79	PCMTD2	PCMD2_HUMAN	23	BACKGROUND
P42226	STAT6	STAT6_HUMAN	15	BACKGROUND
P42229	STAT5A	STA5A_HUMAN	15	BACKGROUND
Q9NUV7	SPTLC3	SPTC3_HUMAN	14	BACKGROUND
Q92620	DHX38	PRP16_HUMAN	57	BACKGROUND
Q92621	NUP205	NU205_HUMAN	14	BACKGROUND
Q9NV72	ZNF701	ZN701_HUMAN	14	BACKGROUND
Q92622	KIAA0226	RUBIC_HUMAN	39	BACKGROUND
Q92623	TTC9	TTC9A_HUMAN	27	BACKGROUND
Q8WVL7	ANKRD49	ANR49_HUMAN	12	BACKGROUND
Q9NV70	EXOC1	EXOC1_HUMAN	16	BACKGROUND
Q92625	ANKS1A	ANS1A_HUMAN	45	BACKGROUND
A6NHT5	HMX3	HMX3_HUMAN	34	BACKGROUND
A6NI56	CCDC154	CC154_HUMAN	27	BACKGROUND
Q4V326	GAGE2E	GAG2E_HUMAN	14	BACKGROUND
Q4V328	GRIPAP1	GRAP1_HUMAN	21	BACKGROUND
Q4V321	null	GAG13_HUMAN	14	BACKGROUND
A6NHS1	null	YK042_HUMAN	16	BACKGROUND
Q6JVE6	LCN10	LCN10_HUMAN	16	BACKGROUND
Q8N8E1	null	MAAS1_HUMAN	33	BACKGROUND
Q8N8E2	ZNF513	ZN513_HUMAN	28	BACKGROUND
Q6JVE5	LCN12	LCN12_HUMAN	15	BACKGROUND
Q92637	FCGR1B	FCGRB_HUMAN	17	BACKGROUND
Q8N8E3	CEP112	CE112_HUMAN	18	BACKGROUND
Q9NV66	TYW1	TYW1_HUMAN	19	BACKGROUND
Q7Z2K8	GPRIN1	GRIN1_HUMAN	22	BACKGROUND
Q9NUU7	DDX19A	DD19A_HUMAN	15	BACKGROUND
Q8WVM0	TFB1M	TFB1M_HUMAN	16	BACKGROUND
Q7Z2K6	ERMP1	ERMP1_HUMAN	31	BACKGROUND
Q9NV64	TMEM39A	TM39A_HUMAN	16	BACKGROUND
Q92630	DYRK2	DYRK2_HUMAN	15	BACKGROUND
Q8N8D9	C5orf56	CE056_HUMAN	15	BACKGROUND
Q92636	NSMAF	FAN_HUMAN	6	BACKGROUND
Q8WVM7	STAG1	STAG1_HUMAN	15	BACKGROUND
Q92633	LPAR1	LPAR1_HUMAN	8	BACKGROUND
Q8WVM8	SCFD1	SCFD1_HUMAN	14	BACKGROUND
P12018	VPREB1	VPREB_HUMAN	14	BACKGROUND
Q6L8Q7	PDE12	PDE12_HUMAN	17	BACKGROUND
P79522	PRR3	PRR3_HUMAN	37	BACKGROUND
A6NI73	LILRA5	LIRA5_HUMAN	11	BACKGROUND
A6NI72	null	NCF1B_HUMAN	14	BACKGROUND
Q7L2K0	C16orf59	CP059_HUMAN	17	BACKGROUND
Q7Z2H8	SLC36A1	S36A1_HUMAN	20	BACKGROUND
Q8WVN6	SECTM1	SCTM1_HUMAN	12	BACKGROUND
P14151	SELL	LYAM1_HUMAN	12	BACKGROUND
P16298	PPP3CB	PP2BB_HUMAN	20	BACKGROUND
Q8WVN8	UBE2Q2	UB2Q2_HUMAN	19	BACKGROUND
P50616	TOB1	TOB1_HUMAN	26	BACKGROUND
Q9NV92	NDFIP2	NFIP2_HUMAN	20	BACKGROUND
Q6DWJ6	GPR139	GP139_HUMAN	15	BACKGROUND
Q9NV96	TMEM30A	CC50A_HUMAN	19	BACKGROUND
Q92643	PIGK	GPI8_HUMAN	11	BACKGROUND
P49190	PTH2R	PTH2R_HUMAN	17	BACKGROUND
A6NI79	CCDC69	CCD69_HUMAN	20	BACKGROUND
A6NI61	TMEM8C	TMM8C_HUMAN	18	BACKGROUND
Q9NUW8	TDP1	TYDP1_HUMAN	20	BACKGROUND
Q0P6D6	CCDC15	CCD15_HUMAN	29	BACKGROUND
P16284	PECAM1	PECA1_HUMAN	22	BACKGROUND
P13010	XRCC5	XRCC5_HUMAN	11	GRPR
Q7L2J0	MEPCE	MEPCE_HUMAN	52	GRPR
Q8WW01	TSEN15	SEN15_HUMAN	15	BACKGROUND
Q99801	NKX3-1	NKX31_HUMAN	18	BACKGROUND
Q8N8G2	VGLL2	VGLL2_HUMAN	28	BACKGROUND
Q0P6D2	FAM69C	FA69C_HUMAN	22	BACKGROUND
Q99808	SLC29A1	S29A1_HUMAN	14	BACKGROUND
Q99807	COQ7	COQ7_HUMAN	18	BACKGROUND
Q99805	TM9SF2	TM9S2_HUMAN	26	BACKGROUND
P48594	SERPINB4	SPB4_HUMAN	20	BACKGROUND
Q8N8F7	C7orf53	LSME1_HUMAN	25	BACKGROUND
P14138	EDN3	EDN3_HUMAN	15	BACKGROUND
P14136	GFAP	GFAP_HUMAN	15	BACKGROUND
Q4V339	CBWD6	CBWD6_HUMAN	13	BACKGROUND
Q7Z392	TRAPPC11	TPC11_HUMAN	10	BACKGROUND
Q7Z2X4	PID1	PCLI1_HUMAN	14	BACKGROUND
Q7Z2X7	PAGE2	PAGE2_HUMAN	15	BACKGROUND
Q7Z398	AC003682.1	ZN550_HUMAN	19	BACKGROUND
Q8WUX1	SLC38A5	S38A5_HUMAN	22	BACKGROUND
P50607	TUB	TUB_HUMAN	31	BACKGROUND
Q92674	CENPI	CENPI_HUMAN	16	BACKGROUND
Q92673	SORL1	SORL_HUMAN	17	BACKGROUND
P16383	GCFC2	GCFC2_HUMAN	22	BACKGROUND
P16389	KCNA2	KCNA2_HUMAN	16	BACKGROUND
Q7Z2W9	MRPL21	RM21_HUMAN	17	BACKGROUND
Q8WV83	SLC35F5	S35F5_HUMAN	20	BACKGROUND
Q99788	CMKLR1	CML1_HUMAN	17	BACKGROUND
Q7Z2W4	ZC3HAV1	ZCCHV_HUMAN	21	GRPR
Q7Z2W7	TRPM8	TRPM8_HUMAN	11	BACKGROUND
Q7Z388	DPY19L4	D19L4_HUMAN	18	BACKGROUND
Q92667	AKAP1	AKAP1_HUMAN	33	BACKGROUND
Q92665	MRPS31	RT31_HUMAN	18	PR_ONLY
Q92664	GTF3A	TF3A_HUMAN	14	BACKGROUND
P09493	TPM1	TPM1_HUMAN	19	BACKGROUND
Q9NVL1	FAM86C1	FA86C_HUMAN	16	BACKGROUND
E7ETH6	ZNF587B	Z587B_HUMAN	12	BACKGROUND
Q8WV74	NUDT8	NUDT8_HUMAN	17	BACKGROUND
Q9NVL8	C14orf105	CN105_HUMAN	8	BACKGROUND
P09497	CLTB	CLCB_HUMAN	26	BACKGROUND
P09496	CLTA	CLCA_HUMAN	20	BACKGROUND
P49281	SLC11A2	NRAM2_HUMAN	22	BACKGROUND
Q92692	PVRL2	PVRL2_HUMAN	28	BACKGROUND
Q7Z2V1	C16orf82	TNT_HUMAN	14	BACKGROUND
Q8WUZ0	BCL7C	BCL7C_HUMAN	31	BACKGROUND
Q8N8B7	TCEANC	TEANC_HUMAN	15	BACKGROUND
Q92696	RABGGTA	PGTA_HUMAN	15	BACKGROUND
Q92698	RAD54L	RAD54_HUMAN	16	BACKGROUND
P49286	MTNR1B	MTR1B_HUMAN	14	BACKGROUND
Q9NVM1	FAM176B	EVA1B_HUMAN	21	BACKGROUND
P09486	SPARC	SPRC_HUMAN	17	BACKGROUND
Q8WUY8	NAT14	NAT14_HUMAN	31	BACKGROUND
Q8WUY9	DEPDC1B	DEP1B_HUMAN	17	BACKGROUND
P09488	GSTM1	GSTM1_HUMAN	20	BACKGROUND
Q9NVM9	ASUN	ASUN_HUMAN	26	BACKGROUND
Q9NVM6	DNAJC17	DJC17_HUMAN	28	BACKGROUND
Q8WUY3	PRUNE2	PRUN2_HUMAN	25	BACKGROUND
Q8WUY1	THEM6	THEM6_HUMAN	18	BACKGROUND
Q92681	RSC1A1	RSCA1_HUMAN	15	BACKGROUND
Q92686	NRGN	NEUG_HUMAN	29	BACKGROUND
Q8N8A6	DDX51	DDX51_HUMAN	49	BACKGROUND
Q92685	ALG3	ALG3_HUMAN	25	BACKGROUND
P49279	SLC11A1	NRAM1_HUMAN	24	BACKGROUND
Q8N8A2	ANKRD44	ANR44_HUMAN	14	BACKGROUND
Q92688	ANP32B	AN32B_HUMAN	60	BACKGROUND
Q9NVN3	RIC8B	RIC8B_HUMAN	16	BACKGROUND
A6NHA9	OR4C46	O4C46_HUMAN	25	BACKGROUND
Q8WV99	ZFAND2B	ZFN2B_HUMAN	18	BACKGROUND
Q8WUX9	CHMP7	CHMP7_HUMAN	21	BACKGROUND
Q99797	MIPEP	MIPEP_HUMAN	21	BACKGROUND
Q99798	ACO2	ACON_HUMAN	13	BACKGROUND
Q99795	GPA33	GPA33_HUMAN	27	BACKGROUND
Q8WV93	LACE1	LACE1_HUMAN	13	BACKGROUND
Q9NVN8	GNL3L	GNL3L_HUMAN	19	BACKGROUND
Q5CZC0	FSIP2	FSIP2_HUMAN	22	BACKGROUND
Q5W064	LIPJ	LIPJ_HUMAN	15	BACKGROUND
Q7Z353	HDX	HDX_HUMAN	16	BACKGROUND
Q7Z2T5	TRMT1L	TRM1L_HUMAN	39	BACKGROUND
Q9NW07	ZNF358	ZN358_HUMAN	36	BACKGROUND
Q8WV41	SNX33	SNX33_HUMAN	11	BACKGROUND
Q99741	CDC6	CDC6_HUMAN	10	BACKGROUND
Q99743	NPAS2	NPAS2_HUMAN	30	BACKGROUND
A6NGY3	C5orf52	CE052_HUMAN	22	BACKGROUND
Q99742	NPAS1	NPAS1_HUMAN	29	BACKGROUND
Q8WV44	TRIM41	TRI41_HUMAN	60	BACKGROUND
A6NGY5	null	O51F1_HUMAN	12	BACKGROUND
Q99747	NAPG	SNAG_HUMAN	11	BACKGROUND
Q8WUS8	SDR42E1	D42E1_HUMAN	13	BACKGROUND
Q8WV48	CCDC107	CC107_HUMAN	23	BACKGROUND
Q99748	NRTN	NRTN_HUMAN	30	BACKGROUND
P05023	ATP1A1	AT1A1_HUMAN	13	BACKGROUND
Q6EMK4	VASN	VASN_HUMAN	25	BACKGROUND
P05026	ATP1B1	AT1B1_HUMAN	12	BACKGROUND
Q49MG5	MAP9	MAP9_HUMAN	36	BACKGROUND
P49257	LMAN1	LMAN1_HUMAN	21	BACKGROUND
Q7Z340	ZNF551	ZN551_HUMAN	14	BACKGROUND
Q8N7Z2	null	GG6L1_HUMAN	60	BACKGROUND
Q8N7Z5	ANKRD31	ANR31_HUMAN	19	BACKGROUND
A6NGZ8	CXorf68	SMIM9_HUMAN	10	BACKGROUND
Q99733	NAP1L4	NP1L4_HUMAN	30	GRPR
Q99732	LITAF	LITAF_HUMAN	16	BACKGROUND
Q99731	CCL19	CCL19_HUMAN	11	BACKGROUND
Q8WV37	ZNF480	ZN480_HUMAN	11	BACKGROUND
Q9NVP1	DDX18	DDX18_HUMAN	20	PR_ONLY
Q8WUR7	C15orf40	CO040_HUMAN	13	BACKGROUND
P49247	RPIA	RPIA_HUMAN	12	BACKGROUND
Q9NVP2	ASF1B	ASF1B_HUMAN	16	BACKGROUND
Q8WV35	LRRC29	LRC29_HUMAN	16	BACKGROUND
Q99735	MGST2	MGST2_HUMAN	18	BACKGROUND
Q9NW13	RBM28	RBM28_HUMAN	32	BACKGROUND
Q9NVP4	DZANK1	DZAN1_HUMAN	11	BACKGROUND
Q9NW15	ANO10	ANO10_HUMAN	13	BACKGROUND
P05013	IFNA6	IFNA6_HUMAN	16	BACKGROUND
Q2MV58	TCTN1	TECT1_HUMAN	22	BACKGROUND
Q7Z333	SETX	SETX_HUMAN	22	BACKGROUND
Q8WUU5	GATAD1	GATD1_HUMAN	38	BACKGROUND
P48509	CD151	CD151_HUMAN	22	BACKGROUND
Q7Z2Q7	LRRC70	LRR70_HUMAN	15	BACKGROUND
Q8WUU4	ZNF296	ZN296_HUMAN	29	BACKGROUND
P48507	GCLM	GSH0_HUMAN	13	BACKGROUND
Q99767	APBA2	APBA2_HUMAN	15	BACKGROUND
Q99766	ATP5S	ATP5S_HUMAN	12	BACKGROUND
Q8WV60	PTCD2	PTCD2_HUMAN	15	BACKGROUND
Q5JZY3	EPHA10	EPHAA_HUMAN	16	BACKGROUND
Q8WUU8	TMEM174	TM174_HUMAN	6	BACKGROUND
P49238	CX3CR1	CX3C1_HUMAN	22	BACKGROUND
P05000	IFNW1	IFNW1_HUMAN	19	BACKGROUND
Q9NVR0	KLHL11	KLH11_HUMAN	15	BACKGROUND
Q49MI3	CERKL	CERKL_HUMAN	14	BACKGROUND
Q4AC99	ACCSL	1A1L2_HUMAN	11	BACKGROUND
Q9GIY3	HLA-DRB1	2B1E_HUMAN	19	BACKGROUND
Q4AC94	C2CD3	C2CD3_HUMAN	21	BACKGROUND
Q99755	PIP5K1A	PI51A_HUMAN	29	BACKGROUND
Q8WUT4	LRRN4	LRRN4_HUMAN	19	BACKGROUND
Q99750	MDFI	MDFI_HUMAN	36	BACKGROUND
Q9NVR7	TBCCD1	TBCC1_HUMAN	16	BACKGROUND
P16333	NCK1	NCK1_HUMAN	17	BACKGROUND
Q9NVR2	INTS10	INT10_HUMAN	7	BACKGROUND
Q8WUT9	SLC25A43	S2543_HUMAN	15	BACKGROUND
Q99758	ABCA3	ABCA3_HUMAN	24	BACKGROUND
Q9NVR5	DNAAF2	KTU_HUMAN	31	BACKGROUND
P21754	ZP3	ZP3_HUMAN	26	BACKGROUND
P53597	SUCLG1	SUCA_HUMAN	21	BACKGROUND
P21757	MSR1	MSRE_HUMAN	13	BACKGROUND
Q6NYC8	PPP1R18	PPR18_HUMAN	44	BACKGROUND
Q8N7W2	BEND7	BEND7_HUMAN	16	BACKGROUND
Q8N884	MB21D1	CGAS_HUMAN	21	BACKGROUND
P09417	QDPR	DHPR_HUMAN	15	BACKGROUND
P15248	IL9	IL9_HUMAN	13	BACKGROUND
P86496	PRR20A	PR20A_HUMAN	46	BACKGROUND
P49223	SPINT3	SPIT3_HUMAN	21	BACKGROUND
P15260	IFNGR1	INGR1_HUMAN	19	BACKGROUND
P21741	MDK	MK_HUMAN	20	BACKGROUND
Q8N878	FRMD1	FRMD1_HUMAN	18	BACKGROUND
Q0P670	C17orf74	CQ074_HUMAN	20	BACKGROUND
Q9NVD3	SETD4	SETD4_HUMAN	14	BACKGROUND
Q7L3B6	CDC37L1	CD37L_HUMAN	14	BACKGROUND
Q9NVC6	MED17	MED17_HUMAN	20	BACKGROUND
Q9NVC3	SLC38A7	S38A7_HUMAN	29	BACKGROUND
Q6NYC1	JMJD6	JMJD6_HUMAN	30	BACKGROUND
P86480	PRR20A	PR20D_HUMAN	46	BACKGROUND
P86481	PRR20E	PR20B_HUMAN	46	BACKGROUND
Q95365	HLA-B	1B38_HUMAN	25	BACKGROUND
Q9NVE4	CCDC87	CCD87_HUMAN	17	BACKGROUND
Q8N7Y1	null	KIAS3_HUMAN	22	BACKGROUND
Q8WVC6	DCAKD	DCAKD_HUMAN	12	BACKGROUND
Q9NVD7	PARVA	PARVA_HUMAN	25	BACKGROUND
P86479	PRR20C	PR20C_HUMAN	46	BACKGROUND
Q5W041	ARMC3	ARMC3_HUMAN	30	BACKGROUND
P86478	PRR20C	PR20E_HUMAN	46	BACKGROUND
Q5UIP0	RIF1	RIF1_HUMAN	19	BACKGROUND
Q8WVC0	LEO1	LEO1_HUMAN	15	BACKGROUND
P53567	CEBPG	CEBPG_HUMAN	20	BACKGROUND
Q8N7X8	SIGLECL1	SIGL1_HUMAN	28	BACKGROUND
Q8N7X4	MAGEB6	MAGB6_HUMAN	8	BACKGROUND
Q8N895	ZNF366	ZN366_HUMAN	18	BACKGROUND
Q8N7X2	C9orf173	CI173_HUMAN	19	BACKGROUND
Q9NVE7	PANK4	PANK4_HUMAN	17	BACKGROUND
Q9NVE5	USP40	UBP40_HUMAN	15	BACKGROUND
Q8N7X0	ADGB	ADGB_HUMAN	28	BACKGROUND
Q8WVB6	CHTF18	CTF18_HUMAN	25	BACKGROUND
Q8N7X1	RBMXL3	RMXL3_HUMAN	33	BACKGROUND
A6NHJ4	ZNF860	ZN860_HUMAN	12	BACKGROUND
Q8WVB3	HEXDC	HEXDC_HUMAN	10	BACKGROUND
P09467	FBP1	F16P1_HUMAN	13	BACKGROUND
Q8N7S6	C3orf71	ARI2O_HUMAN	26	BACKGROUND
P09466	PAEP	PAEP_HUMAN	15	BACKGROUND
P41208	CETN2	CETN2_HUMAN	17	BACKGROUND
